name,link,complete,avg,arc,hellaswag,mmlu,truthfulqa,winogrande,gsm8k,available,merged,flagged,moe,sha,precision
0-hero/Matter-0.1-Slim-7B-preview,https://huggingface.co/0-hero/Matter-0.1-Slim-7B-preview,True,61.511909023001124,59.98293515358362,80.66122286397132,61.52835237015458,42.54557040115868,77.34806629834254,47.005307050796056,True,False,False,False,191ddd498835979ffc2b7bcb405f2f0d1cceed61,bfloat16
0-hero/Matter-0.2-32B,https://huggingface.co/0-hero/Matter-0.2-32B,True,68.72193862933413,63.225255972696246,84.2162915753834,74.33913310129402,52.518922126641364,82.00473559589582,56.02729340409402,True,False,False,False,2ac6c856b96c25a4c81917288f795e8c7de35a32,bfloat16
0-hero/Matter-0.2-7B,https://huggingface.co/0-hero/Matter-0.2-7B,True,64.66716780746417,61.60409556313993,82.39394542919737,62.512548606565424,48.1088597087512,79.47908445146015,53.904473085670965,True,False,False,False,6c8b34cc3c1fd67b851781a389c582c3ba355ff4,bfloat16
0-hero/Matter-0.2-7B-DPO,https://huggingface.co/0-hero/Matter-0.2-7B-DPO,True,66.14567832581496,63.310580204778155,83.16072495518821,62.89652043503271,50.300820385233294,80.26835043409629,56.93707354056103,True,False,False,False,26a66f0d862e2024ce4ad0a09c37052ac36e8af6,bfloat16
01-ai/Yi-1.5-34B,https://huggingface.co/01-ai/Yi-1.5-34B,True,73.50461754455968,65.78498293515358,86.10834495120494,77.9957192730956,53.84452997155903,84.0568271507498,73.23730098559514,True,False,False,False,856ce0b35802ced0033adb48beacea4995d9bb50,bfloat16
01-ai/Yi-1.5-34B-32K,https://huggingface.co/01-ai/Yi-1.5-34B-32K,True,60.70097659346695,64.419795221843,85.54072893845847,78.15303198667405,52.11440286133998,83.97790055248619,0.0,True,False,False,False,44e52a8b3056a7a26f67c6d9dae980e86e278e7b,bfloat16
01-ai/Yi-1.5-34B-Chat,https://huggingface.co/01-ai/Yi-1.5-34B-Chat,True,74.82376289192528,70.4778156996587,85.96893049193388,77.08283992203879,62.157702886564756,81.61010260457773,71.64518574677786,True,False,False,False,fa695ee438bfcd0ec2b378fa1c7e0dea1b40393e,bfloat16
01-ai/Yi-1.5-34B-Chat-16K,https://huggingface.co/01-ai/Yi-1.5-34B-Chat-16K,True,73.56989856942238,68.08873720136519,86.5166301533559,78.00358753548458,57.61262516867735,83.26756116811366,67.93025018953753,True,False,False,False,12fa84d1080ca3b3cfa735aba44fecaecfa35335,bfloat16
01-ai/Yi-1.5-6B,https://huggingface.co/01-ai/Yi-1.5-6B,True,61.56651964419019,57.25255972696246,77.92272455686118,64.72689535017567,44.01764913300537,75.13812154696133,50.34116755117514,True,False,False,False,a548af01e90a2301ae97ef2302c7d69667dc2ab9,bfloat16
01-ai/Yi-1.5-6B-Chat,https://huggingface.co/01-ai/Yi-1.5-6B-Chat,True,66.16730292388148,60.665529010238906,78.86875124477196,64.24095801586486,52.57270462628132,73.55958958168904,67.09628506444277,True,False,False,False,f45214b80a7f662a53e78fa361894d37c22e7b59,bfloat16
01-ai/Yi-1.5-9B,https://huggingface.co/01-ai/Yi-1.5-9B,True,66.73139669787327,61.86006825938567,80.37243576976698,70.73451954519469,46.74286312358864,77.97947908445147,62.69901440485216,True,False,False,False,9a6839c5b9db3dbb245fb98a072bfabc242621f2,bfloat16
01-ai/Yi-1.5-9B-32K,https://huggingface.co/01-ai/Yi-1.5-9B-32K,True,55.21718433605241,61.092150170648466,79.83469428400717,70.97203740649417,42.52971744640382,76.87450670876085,0.0,True,False,False,False,989edca375ebca9efd8f3a3b567b1e9dd160ee17,bfloat16
01-ai/Yi-1.5-9B-Chat,https://huggingface.co/01-ai/Yi-1.5-9B-Chat,True,69.55569489674636,63.651877133105806,80.94005178251345,71.01349610420871,52.66590047794028,77.1902131018153,71.87263078089462,True,False,False,False,1dc6e2b8dcfc12b95bede8dec67e6b6332ac64c6,bfloat16
01-ai/Yi-1.5-9B-Chat-16K,https://huggingface.co/01-ai/Yi-1.5-9B-Chat-16K,True,66.978059635592,64.3344709897611,80.91017725552678,70.95946328062593,51.017563987242035,74.9802683504341,59.66641394996209,True,False,False,False,867b60069937efd2f56783323297ed3649045da1,bfloat16
01-ai/Yi-34B,https://huggingface.co/01-ai/Yi-34B,False,66.83760448499348,,,,,83.03078137332281,50.644427596664144,True,False,False,False,7326a5806e10f34e60888947792b311dddb22590,bfloat16
01-ai/Yi-34B-200K,https://huggingface.co/01-ai/Yi-34B-200K,True,63.95868835473126,65.78498293515358,82.05536745668194,75.56180045111563,42.60214587740499,82.87292817679558,34.874905231235786,True,False,False,False,4277a28017f0e631526d3a59d50dfcd3f583fb30,bfloat16
01-ai/Yi-34B-Chat,https://huggingface.co/01-ai/Yi-34B-Chat,True,65.31580196597741,65.44368600682594,84.15654252141009,74.89765262226099,55.36831362008046,80.11049723756905,31.91811978771797,True,False,False,False,a99ec35331cbfc9da596af7d4538fe2efecff03c,bfloat16
01-ai/Yi-6B,https://huggingface.co/01-ai/Yi-6B,True,54.08409847286497,55.54607508532423,76.56841266679945,64.10709139827398,41.96160749943391,74.19100236779795,12.130401819560273,True,False,False,False,e00f7cbde45745a22625ac85c6ad5d5b9f27098d,float16
01-ai/Yi-6B-200K,https://huggingface.co/01-ai/Yi-6B-200K,False,30.32600454890068,,,,,,30.32600454890068,True,False,False,False,6cb672ed8441c35d043dd3cda448466daa3b38b1,float16
01-ai/Yi-9B,https://huggingface.co/01-ai/Yi-9B,True,63.16505555597532,61.17747440273038,78.81896036646087,70.06330822380845,42.448173501507824,77.50591949486977,48.9764973464746,True,False,False,False,6868e9775d48a9b6a1ae0653ff8865a438691a9c,bfloat16
01-ai/Yi-9B-200K,https://huggingface.co/01-ai/Yi-9B-200K,True,61.943561698500645,58.02047781569966,78.57996415056762,70.34013960436471,40.629087761155006,76.47987371744279,47.61182714177407,True,False,False,False,f5ced3c13a454363282a9c463d30b6cf5b989893,bfloat16
0ai/0ai-7B-v3,https://huggingface.co/0ai/0ai-7B-v3,True,67.3952760661504,71.24573378839591,85.31169089822744,57.782373786243845,70.5131127073521,79.71586424625099,39.80288097043215,True,False,False,False,2c64cc1b7c16d67b43d41987bcf4f32e2bd53fa5,bfloat16
0ai/0ai-7B-v4,https://huggingface.co/0ai/0ai-7B-v4,True,61.74184069040174,67.57679180887372,81.557458673571,53.24745971807573,72.59950526466743,79.32123125493291,16.148597422289612,True,False,False,False,3720fbd2b2418a8c892a1076525b8bb83d33c809,bfloat16
0ai/0ai-7B-v5,https://huggingface.co/0ai/0ai-7B-v5,True,76.47692176713761,73.46416382252559,89.38458474407489,64.18792139414543,79.85758974912012,85.47750591949487,66.48976497346474,True,False,False,False,944b19cbad7c43ce2357c89fba349d0bd68f366d,bfloat16
0x7194633/fialka-13B-v3,https://huggingface.co/0x7194633/fialka-13B-v3,True,34.577614241775606,30.97269624573379,48.834893447520415,26.357351758644388,40.58016031292479,59.431728492501975,1.288855193328279,True,False,False,False,81bde04594320c0e8174644be352a98c7b073a88,float16
0x7194633/fialka-13B-v3.1,https://huggingface.co/0x7194633/fialka-13B-v3.1,True,34.11468569156718,29.948805460750854,47.2814180442143,25.414228465737693,43.02834778575588,58.484609313338595,0.530705079605762,True,False,False,False,5d7ce7a375b6641a133485c47542d522d7096f2e,float16
0x7194633/fialka-13B-v4,https://huggingface.co/0x7194633/fialka-13B-v4,True,34.17642038459979,29.692832764505116,47.37104162517427,25.087206278105466,43.649124278295965,58.879242304656664,0.37907505686125853,True,False,False,False,ca8208bc78cdce0be47f8726926b242961fd0c07,float16
0x7194633/fialka-7B-v3,https://huggingface.co/0x7194633/fialka-7B-v3,True,46.40359238222742,48.54948805460751,71.0515833499303,43.05937947419204,44.78939671520861,69.45540647198106,1.5163002274450341,True,False,False,False,d0dae57538d9379526726e66d5156ec0042528be,float16
0x7194633/nanoFialka-v1,https://huggingface.co/0x7194633/nanoFialka-v1,True,28.476670650204778,22.013651877133107,28.121888070105555,25.033050916355837,45.25733674718429,50.43409629044988,0.0,True,False,False,False,96023dad08cf1f9a300c95c8834e28631ca7167b,float16
0x7o/BulgakovLM-3B,https://huggingface.co/0x7o/BulgakovLM-3B,True,29.7210632740848,28.327645051194537,26.56841266679944,24.989337681829564,47.92796135597177,50.5130228887135,0.0,True,False,False,False,4e0c6683dd5d2aa9bb306d2292c2a0f91f36e636,float16
152334H/miqu-1-70b-sf,https://huggingface.co/152334H/miqu-1-70b-sf,True,76.590278835141,73.03754266211604,88.60784704242182,75.49241448491702,69.38141094300269,85.31965272296765,67.70280515542078,True,False,False,False,97c24b15a7e26985fb18540800516aa2ac03ad03,float16
1TuanPham/T-Llama,https://huggingface.co/1TuanPham/T-Llama,True,54.33729432368607,54.18088737201365,76.47878908583947,47.97885485289791,46.4708469527708,71.27071823204419,29.64366944655042,True,False,False,False,967eb6cc60c7d648d7630e6501a4ba33767231ba,bfloat16
222gate/bleagle-7b-v0.1-test,https://huggingface.co/222gate/bleagle-7b-v0.1-test,True,73.88600500352375,72.26962457337885,88.23939454291974,64.37447567581795,67.82993454076689,85.47750591949487,65.12509476876421,True,False,False,False,176a7ae5754de18b852c5018c7cee41925fe05b3,bfloat16
222gate/Blur-4x7b-MOE-v0.1,https://huggingface.co/222gate/Blur-4x7b-MOE-v0.1,True,74.29279541090979,72.26962457337885,88.13981278629755,65.05256167044622,68.8217063142182,82.55722178374111,68.91584533737681,True,False,False,True,1690def0c82469870a8b0b649eea948f8940151b,bfloat16
222gate/Blurdus-7b-v0.1,https://huggingface.co/222gate/Blurdus-7b-v0.1,True,74.35262513755272,72.26962457337885,88.49830711013742,64.82350464288822,69.71802454568737,82.9518547750592,67.85443517816528,True,False,False,False,339e5802231bda900d71d8d04db88021d1dd8903,bfloat16
222gate/Blurred-Beagle-7b-slerp,https://huggingface.co/222gate/Blurred-Beagle-7b-slerp,True,74.79842651479724,72.7815699658703,88.57797251543518,64.9538959085212,69.38704564389066,83.18863456985004,69.90144048521607,True,False,False,False,3e328ce1ef2b1216d7e3d03a7585531c6b1b9630,float16
222gate/BrurryDog-7b-v0.1,https://huggingface.co/222gate/BrurryDog-7b-v0.1,True,74.23661002427359,72.52559726962457,88.36885082652857,64.73726646379863,70.0461773785681,82.87292817679558,66.868840030326,True,False,False,False,d3cac1bb6dfc362656320a881b4fc91d3974d6ed,bfloat16
222gate/TinyMistral-248Mx4-MOE,https://huggingface.co/222gate/TinyMistral-248Mx4-MOE,True,30.08142235379059,29.522184300341298,25.712009559848635,24.82315600473881,48.65533579688347,51.77584846093133,0.0,True,False,False,True,4610e3fb0c4f541835bedf9be5a8fd6955827e3b,bfloat16
222limin/Liph-36-imatwarwithmyself,https://huggingface.co/222limin/Liph-36-imatwarwithmyself,True,64.18959991615893,62.37201365187713,77.15594503087034,58.142890063922295,52.276917022716354,75.29597474348856,59.893858984078854,True,False,False,False,0ba0be5ca330c67a3a248372b7513b3b94441352,float16
222limin/Nexim-7b,https://huggingface.co/222limin/Nexim-7b,True,76.53052667032108,73.03754266211604,89.09579764987055,64.47579592130963,77.67797173417515,84.76716653512234,70.12888551933283,True,False,False,False,a585b520352fc0d9fc68f811d3e2c903ef4230ec,float16
22h/open-cabrita3b,https://huggingface.co/22h/open-cabrita3b,True,35.536224729957276,33.78839590443686,55.34754033061143,25.164679793244936,38.4994087111092,59.431728492501975,0.9855951478392722,True,False,False,False,fc2a2de94a3b31de54aaace695537c4d1c3e456d,float16
42dot/42dot_LLM-PLM-1.3B,https://huggingface.co/42dot/42dot_LLM-PLM-1.3B,True,35.70339666263953,32.42320819112628,56.3931487751444,27.085698780768535,38.6809318104188,58.879242304656664,0.7581501137225171,True,False,False,False,a72bf57eb02cd4ea4388a344b4a5893aa95698da,float16
42dot/42dot_LLM-SFT-1.3B,https://huggingface.co/42dot/42dot_LLM-SFT-1.3B,True,36.6057636914482,36.092150170648466,58.96235809599681,25.512279175031296,39.97977688958738,58.40568271507498,0.6823351023502654,True,False,False,False,7474cafe5dc60549c19f89f7c49392a8a32b9199,float16
42MARU/sitebunny-13b,https://huggingface.co/42MARU/sitebunny-13b,False,43.05885746119642,,,,,76.71665351223362,9.401061410159212,True,False,False,False,15c8578d2be688d6b03ed2076658865bb8752673,bfloat16
4season/alignment-model-test10,https://huggingface.co/4season/alignment-model-test10,True,75.37560539140874,79.60750853242321,90.01194981079466,67.85516507340589,71.0829343782068,87.21389108129439,56.48218347232752,True,False,False,False,685421d6a7e05fd81015f6edc49f0170f72c5360,bfloat16
4season/alignment-model-test3,https://huggingface.co/4season/alignment-model-test3,True,75.02824389297176,78.24232081911263,89.68333001394144,68.0782683208373,80.88413049033801,86.50355169692186,46.7778620166793,True,False,False,False,e29bc3a6d611c728fd1952cd73d1b8da50375c19,bfloat16
4season/alignment-model-test9,https://huggingface.co/4season/alignment-model-test9,True,74.5334632184235,77.55972696245735,90.68910575582552,68.0354881642499,75.247440319171,87.45067087608524,48.21834723275209,True,False,False,False,d7681067bc71210f7f4a2f60e88f8595fd4358a7,bfloat16
4season/alignment_model_test,https://huggingface.co/4season/alignment_model_test,True,76.9741625181929,78.24232081911263,89.68333001394144,68.0782683208373,80.88413049033801,86.50355169692186,58.45337376800607,True,False,False,False,791a326ee0f6d5246962039803fd79b28608e54c,bfloat16
4season/final_model_test_v2,https://huggingface.co/4season/final_model_test_v2,True,78.13578146883852,77.73037542662115,90.85839474208325,67.85937998728824,79.15511171320915,86.26677190213103,66.94465504169825,True,False,False,False,cf690c35d9cf0b0b6bf034fa16dbf88c56fe861c,bfloat16
4season/merge_model_test_v2,https://huggingface.co/4season/merge_model_test_v2,True,77.82449401344412,79.35153583617748,89.75303724357697,67.8874735103746,71.57562342582786,86.58247829518547,71.79681576952237,True,False,False,False,e9542d2e5f8ede339a2917b37f2c570f2847becc,bfloat16
4season/sft_model_test1,https://huggingface.co/4season/sft_model_test1,True,73.21846769514478,67.06484641638225,82.7823142800239,67.47422425566467,59.83379759395476,84.29360694554065,77.8620166793025,True,False,False,False,7ba2fe4362738cc1872b3df25f1a603465329b99,bfloat16
64bits/LexPodLM-13B,https://huggingface.co/64bits/LexPodLM-13B,False,38.08208366219416,,,,,76.16416732438832,0.0,True,False,False,False,3553d84037addc97678f99a3464be4c866a0c268,float16
8xqmff94/pooled_gqa_prime,https://huggingface.co/8xqmff94/pooled_gqa_prime,True,32.90819834948295,29.351535836177472,52.97749452300339,24.803445647413064,40.356177389435594,49.96053670086819,0.0,True,False,False,False,63ed9ff9d3e45368ca1b5e7d2cf489a8431bbc28,bfloat16
8xqmff94/slm,https://huggingface.co/8xqmff94/slm,True,65.83789047461548,56.74061433447098,78.02230631348337,86.10916697445656,53.84155939606503,71.03393843725335,49.27975739196361,True,False,False,False,93d583a74a4110168ebd1049b134c2c6c5c8005a,bfloat16
922-CA/Llama-3-monika-ddlc-8b-v1,https://huggingface.co/922-CA/Llama-3-monika-ddlc-8b-v1,True,65.41578295716045,59.55631399317406,77.86297550288786,65.09488371474765,49.17726837614772,75.37490134175216,65.42835481425323,True,False,False,False,ba49554029689ce88711e17b88e3b31336388c31,float16
922-CA/Llama-3-natsuki-ddlc-8b-v1,https://huggingface.co/922-CA/Llama-3-natsuki-ddlc-8b-v1,True,62.01594831542774,60.32423208191127,80.98984266082454,64.75125847059479,45.411725334665306,78.76874506708761,41.84988627748294,True,False,False,False,fe8789ce542c6e28c07e167dcd797eab8ee01784,float16
922-CA/monika-ddlc-7b-v1,https://huggingface.co/922-CA/monika-ddlc-7b-v1,True,50.487257920226575,54.94880546075085,76.77753435570604,45.60946382366396,43.94395236474094,72.8492501973165,8.794541319181198,True,False,False,False,4157d696bb0015da3ba26a58c1d24925515e4125,float16
922-CA/monika-ddlc-8b-v1,https://huggingface.co/922-CA/monika-ddlc-8b-v1,True,65.41578295716045,59.55631399317406,77.86297550288786,65.09488371474765,49.17726837614772,75.37490134175216,65.42835481425323,True,False,False,False,fa2f6d2bfc86ebda2e34e6e3e085e0d95f0606ce,float16
922CA/Llama-3-monika-ddlc-11.5b-v1,https://huggingface.co/922CA/Llama-3-monika-ddlc-11.5b-v1,True,65.73307193427082,60.068259385665534,78.76916948814977,66.36406594317886,47.619972584446,75.76953433307024,65.80742987111448,True,False,False,False,18afa95c8fdbf657a20276d659fb65c77efd34d8,float16
922CA/monika-ddlc-8b-v1,https://huggingface.co/922CA/monika-ddlc-8b-v1,True,65.41578295716045,59.55631399317406,77.86297550288786,65.09488371474765,49.17726837614772,75.37490134175216,65.42835481425323,True,False,False,False,f875fcacefd1569616113ac5c8f59b33709e997d,float16
922CA/Silicon-Monika-7b,https://huggingface.co/922CA/Silicon-Monika-7b,True,66.55179333306094,63.13993174061433,82.64289982075283,62.668335024564314,52.142955458134985,78.2162588792423,60.50037907505686,True,False,False,False,6cc958abfbbd5f9d3f4221158e729663166d819c,float16
922CA/Silicon-Natsuki-7b,https://huggingface.co/922CA/Silicon-Natsuki-7b,True,67.70194133827013,65.18771331058021,83.97729535949014,62.88467418213046,57.85273806568466,78.68981846882399,57.619408642911296,True,False,False,False,31de192b4ae8ee992656c3834bf6b0ae67ceb5fa,float16
AA051610/A0105,https://huggingface.co/AA051610/A0105,True,66.69051072660395,62.116040955631405,82.54331806413066,68.51098593324497,55.43558949846231,76.87450670876085,54.66262319939348,True,False,False,False,1ebf59e3ccbc0295bb8e1effd1eddf9ff0be2b50,bfloat16
AA051610/A0106,https://huggingface.co/AA051610/A0106,True,71.4394508928654,66.46757679180887,85.05277833100976,74.03015866771709,57.82373220428067,82.71507498026835,62.547384382107666,True,False,False,False,215cbefbc69d22c28181651b5b964c329ca09f59,float16
AA051610/A0120,https://huggingface.co/AA051610/A0120,True,72.11017359259792,67.06484641638225,85.15236008763195,74.49360402601573,57.48062315132791,81.3733228097869,67.09628506444277,True,False,False,False,5416fc460666cec3cd10c4798f58765e03e67b42,bfloat16
AA051610/A0121,https://huggingface.co/AA051610/A0121,True,71.35776140449774,67.15017064846417,85.4511053574985,74.93138305632084,59.61151164765033,80.42620363062352,60.57619408642911,True,False,False,False,2471023d6261084e06eabb6a43b3cf06d4b189d6,bfloat16
AA051610/A0127,https://huggingface.co/AA051610/A0127,True,73.48789962103974,68.60068259385666,84.50507866958773,84.89954206524189,58.378172254243246,79.87371744277822,64.6702047005307,True,False,False,False,68ea5286e3925a8dce3d791ab35dd978c1245ec7,bfloat16
AA051610/A11P,https://huggingface.co/AA051610/A11P,True,68.72963639928018,62.54266211604096,82.53335988846842,70.56276871528911,56.44074616941972,79.87371744277822,60.424564063684606,True,False,False,False,0a14aa5fd9ae557d7dbd02e503deab50544d5a6f,bfloat16
AA051610/A12P,https://huggingface.co/AA051610/A12P,True,68.64478070214683,64.419795221843,82.32423819956183,69.96852796778616,62.22123218100973,79.63693764798737,53.297952994692956,True,False,False,False,e2eb6a36741dfc799fd13f67cba385f6e3992393,bfloat16
AA051610/A13,https://huggingface.co/AA051610/A13,True,66.4496069018917,61.092150170648466,81.69687313284206,69.61666124696629,53.253246924818555,80.34727703235991,52.69143290371494,True,False,False,False,c9b20b6f34269c27e56759888c5d42bd045e6da7,bfloat16
AA051610/AZG,https://huggingface.co/AA051610/AZG,True,68.15940171736237,62.883959044368595,82.01553475403306,70.2918015660823,53.842796903197396,79.95264404104184,59.9696739954511,True,False,False,False,36c17124ff891121c39f2d5e4d203daad5350c48,bfloat16
AA051610/C0318-G,https://huggingface.co/AA051610/C0318-G,True,71.80571565537964,64.50511945392492,83.87771360286796,74.1648558413305,58.609043225771984,79.32123125493291,70.35633055344958,True,False,False,False,1fbff466a94c2cc6ed7ec7e21b478f9528caab89,bfloat16
AA051610/C0322-reft,https://huggingface.co/AA051610/C0322-reft,True,68.19554711913776,64.419795221843,83.73829914359689,79.49994306733964,59.77183511445811,78.45303867403315,43.290371493555725,True,False,False,False,153efc8ba5e9939536b2cab6d510e1762e11680d,bfloat16
AA051610/C0325-L,https://huggingface.co/AA051610/C0325-L,True,73.95516150037116,67.57679180887372,87.43278231428002,74.7172376960539,58.65716438215435,80.8208366219416,74.52615617892343,True,False,False,False,130e9c0ef3ca571a17a07d18ac00d655f7880245,bfloat16
AA051610/FT,https://huggingface.co/AA051610/FT,True,68.85315441090574,63.05460750853242,82.7823142800239,69.68938309682649,59.881385220919455,79.63693764798737,58.07429871114481,True,False,False,False,1b91227a0539deaf4dfb5b18d15c92316e0254c3,float16
AA051610/O0128,https://huggingface.co/AA051610/O0128,True,74.61321067718053,67.91808873720136,85.3415654252141,83.58961655644953,60.12752268438828,82.24151539068666,68.46095526914328,True,False,False,False,d5cc987f61f58763eb2d02a06ddd103992d9a3dc,bfloat16
AA051610/Q,https://huggingface.co/AA051610/Q,True,64.51887215683406,66.97952218430035,85.67018522206732,75.13302023201372,59.35958667241532,80.03157063930544,19.9393479909022,True,False,False,False,5cae52b499bc74ee419426fccd935462c2635175,bfloat16
AA051610/T1B,https://huggingface.co/AA051610/T1B,False,60.73884003468322,56.14334470989761,79.78490340569607,60.009297315839696,47.017814707299536,,,True,False,False,False,6f3664328e9f07a6578ccb0c5713b747cc0549d5,bfloat16
AA051610/T1C,https://huggingface.co/AA051610/T1C,False,55.30856926574482,50.170648464163826,72.20673172674766,56.33971829843669,42.517178573631114,,,True,False,False,False,1b1185ddc427341df12dd1aa8c68090fde16b5f3,bfloat16
AA051610/T2A,https://huggingface.co/AA051610/T2A,False,58.63473274037417,51.4505119453925,73.9892451702848,62.084752907392456,47.014420938426916,,,True,False,False,False,c30e3b053299c7ecf250af143a816ef8a9a45c22,bfloat16
AA051610/testtest,https://huggingface.co/AA051610/testtest,True,74.24312910175219,70.81911262798634,84.88348934475204,76.66066503865466,69.90494623892585,82.08366219415943,61.10689916603488,True,False,False,False,e9be60931d3abdf3b08a55f13e4c7586918b2be8,bfloat16
AA051610/VA,https://huggingface.co/AA051610/VA,False,49.69769413533899,41.382252559726965,62.51742680740888,49.962228220139245,44.928868954080876,,,True,False,False,False,3c60daea2db0840475b3f67149122d9e033eab5b,bfloat16
AA051611/A0109,https://huggingface.co/AA051611/A0109,True,71.82930326450007,66.55290102389078,84.7042421828321,74.44088517552848,58.74825775728433,82.16258879242304,64.3669446550417,True,False,False,False,2a9cd40c67e0b17d94a0eedafd3d116245613709,bfloat16
AA051611/A0110,https://huggingface.co/AA051611/A0110,True,71.8909264236661,66.38225255972696,84.73411670981876,74.48238040201576,58.604532158209665,82.32044198895028,64.8218347232752,True,False,False,False,1a15b9aa4acf1327164672edd16ee966b8bc3691,bfloat16
AA051611/A0113,https://huggingface.co/AA051611/A0113,True,71.36266731720184,66.38225255972696,84.86357299342761,74.39341947154992,59.65256915069256,82.00473559589582,60.87945413191812,True,False,False,False,6e36ad0a41135265185038d1d88062d9fb11e8d5,bfloat16
AA051611/A0118,https://huggingface.co/AA051611/A0118,True,61.84096603571078,59.21501706484642,83.78809002190799,68.28095971028478,55.79325936654852,77.5848460931334,26.383623957543595,True,False,False,False,dd078137de2e5207192c838762223d01e64c6ae7,bfloat16
AA051611/A0119,https://huggingface.co/AA051611/A0119,True,69.8151502935374,64.24914675767917,84.74407488548098,73.09816342295208,57.955303678267065,81.45224940805052,57.39196360879454,True,False,False,False,33978688c6fa79679b2cafc504c4f9b9ddccd136,bfloat16
AA051611/limb,https://huggingface.co/AA051611/limb,True,68.73034071406926,63.48122866894198,83.07110137422823,72.24745769395051,58.36669238966421,79.7947908445146,55.420773313116,True,False,False,False,55473b7666b66e5b51bb3c4e6b5bc88d1bd00666,bfloat16
AA051611/O0201,https://huggingface.co/AA051611/O0201,True,72.81370154384668,67.83276450511946,84.48516231826329,89.35202315945472,58.63202491791143,79.7947908445146,56.785443517816525,True,False,False,False,a198e7afd29087237d6346114e75482deaf99fe4,bfloat16
AA051611/V0201,https://huggingface.co/AA051611/V0201,True,71.1842986523814,67.23549488054607,83.30013941445927,88.7797741288461,53.75985523274007,80.50513022888714,53.525398028809704,True,False,False,False,d49bbca7c6d24e025a2e1175b29ad9fb955e0680,bfloat16
AA051611/V0202,https://huggingface.co/AA051611/V0202,True,68.45913795938093,66.55290102389078,82.75243975303724,86.31806012035536,50.889232903020364,78.37411207576953,45.86808188021228,True,False,False,False,6f115d4ae1b6015420558aa5684c530f41c0e7da,bfloat16
AA051611/whattest,https://huggingface.co/AA051611/whattest,True,72.96480879459443,66.80887372013652,84.42541326428999,76.59297784846892,58.03674233221108,82.4782951854775,69.44655041698256,True,False,False,False,598102a9a810986c05b9aa216507be57d93de4fc,bfloat16
